name,KO,genome,sign,protein,E-value
nifB,K02585,GCF_004328075.1,*,WP_228259518.1,2.50E-112
nifE,K02587,GCF_004328075.1,*,WP_228259562.1,6.20E-235
nifH,K02588,GCF_004331415.1,*,WP_131411151.1,1.90E-149
nifD,K02586,GCF_004331415.1,*,WP_131411153.1,2.80E-203
nifK,K02591,GCF_004331415.1,*,WP_131411155.1,6.40E-181
nifN,K02592,GCF_004331415.1,*,WP_131411161.1,7.50E-174
nifB,K02585,GCF_004331415.1,*,WP_131411183.1,2.10E-187
nifE,K02587,GCF_004331415.1,*,WP_131411273.1,1.10E-216
nifH,K02588,GCF_004336975.1,*,WP_114336408.1,2.20E-149
nifD,K02586,GCF_004336975.1,*,WP_114336409.1,1.90E-211
nifK,K02591,GCF_004336975.1,*,WP_114336410.1,7.00E-180
nifE,K02587,GCF_004336975.1,*,WP_131416269.1,4.70E-209
nifN,K02592,GCF_004336975.1,*,WP_131416271.1,8.40E-166
nifB,K02585,GCF_004336975.1,*,WP_165569614.1,5.40E-174
vnfG,K22898,GCF_004337445.1,*,WP_131444595.1,7.70E-52
nifK,K02591,GCF_004337445.1,*,WP_131444596.1,6.50E-144
nifH,K02588,GCF_004337445.1,*,WP_131446561.1,9.10E-153
nifN,K02592,GCF_004337445.1,*,WP_131446593.1,3.40E-177
nifE,K02587,GCF_004337445.1,*,WP_131446595.1,1.10E-210
nifE,K02587,GCF_004337445.1,*,WP_131448902.1,4.30E-228
nifN,K02592,GCF_004337445.1,*,WP_131448926.1,2.10E-195
nifB,K02585,GCF_004337445.1,*,WP_131449140.1,3.50E-210
nifH,K02588,GCF_004337445.1,*,WP_131449204.1,4.50E-152
nifD,K02586,GCF_004337445.1,*,WP_131449206.1,6.10E-216
nifK,K02591,GCF_004337445.1,*,WP_206199457.1,9.40E-191
nifH,K02588,GCF_004339095.1,*,WP_132282669.1,4.40E-131
nifH,K02588,GCF_004339095.1,*,WP_132282749.1,3.80E-149
nifD,K02586,GCF_004339095.1,*,WP_132282752.1,2.90E-200
nifK,K02591,GCF_004339095.1,*,WP_132282753.1,5.90E-170
nifE,K02587,GCF_004339095.1,*,WP_132282754.1,2.60E-170
nifN,K02592,GCF_004339095.1,*,WP_132282755.1,6.30E-160
nifB,K02585,GCF_004339095.1,*,WP_243117031.1,2.60E-131
nifB,K02585,GCF_004339595.1,*,WP_132286802.1,3.60E-210
nifD,K02586,GCF_004339595.1,*,WP_132286898.1,1.90E-213
nifK,K02591,GCF_004339595.1,*,WP_132286901.1,7.60E-187
nifE,K02587,GCF_004339595.1,*,WP_132286919.1,5.20E-234
nifN,K02592,GCF_004339595.1,*,WP_132286922.1,9.60E-183
nifH,K02588,GCF_004339595.1,*,WP_207894684.1,5.90E-152
nifN,K02592,GCF_004339675.1,*,WP_132694344.1,4.30E-178
nifE,K02587,GCF_004339675.1,*,WP_132694345.1,5.30E-242
nifK,K02591,GCF_004339675.1,*,WP_132694346.1,3.40E-188
nifD,K02586,GCF_004339675.1,*,WP_132694347.1,2.20E-210
nifH,K02588,GCF_004339675.1,*,WP_132694348.1,2.30E-146
nifB,K02585,GCF_004339675.1,*,WP_132694354.1,2.60E-198
nifN,K02592,GCF_004339805.1,*,WP_132078849.1,1.80E-166
nifE,K02587,GCF_004339805.1,*,WP_132078852.1,1.20E-176
nifK,K02591,GCF_004339805.1,*,WP_132078855.1,1.40E-176
nifD,K02586,GCF_004339805.1,*,WP_132078858.1,1.10E-201
nifH,K02588,GCF_004339805.1,*,WP_132078867.1,3.20E-146
nifB,K02585,GCF_004339805.1,*,WP_132081026.1,1.40E-129
nifH,K02588,GCF_004339805.1,*,WP_132081398.1,1.90E-135
nifH,K02588,GCF_004339805.1,*,WP_132083618.1,1.30E-125
nifB,K02585,GCF_004339805.1,*,WP_243650490.1,9.40E-179
nifB,K02585,GCF_004340645.1,*,WP_096712489.1,6.80E-150
nifH,K02588,GCF_004340685.1,*,WP_132015164.1,2.70E-147
nifD,K02586,GCF_004340685.1,*,WP_132015167.1,7.70E-201
nifK,K02591,GCF_004340685.1,*,WP_132015168.1,8.20E-173
nifE,K02587,GCF_004340685.1,*,WP_132015169.1,2.20E-177
nifN,K02592,GCF_004340685.1,*,WP_132015170.1,6.30E-184
nifB,K02585,GCF_004340685.1,*,WP_132015171.1,1.60E-158
nifH,K02588,GCF_004340685.1,*,WP_132016334.1,2.70E-128
nifB,K02585,GCF_004340685.1,*,WP_243663115.1,1.00E-97
nifH,K02588,GCF_004340905.1,*,WP_014430473.1,5.00E-150
nifB,K02585,GCF_004340905.1,*,WP_132648671.1,7.10E-211
nifD,K02586,GCF_004340905.1,*,WP_132648690.1,4.40E-213
nifK,K02591,GCF_004340905.1,*,WP_132648691.1,4.20E-187
nifE,K02587,GCF_004340905.1,*,WP_132648696.1,4.70E-246
nifN,K02592,GCF_004340905.1,*,WP_132648697.1,3.40E-195
nifN,K02592,GCF_004341165.1,*,WP_132702252.1,2.50E-159
nifE,K02587,GCF_004341165.1,*,WP_132702253.1,2.80E-209
nifK,K02591,GCF_004341165.1,*,WP_132702266.1,3.10E-181
nifD,K02586,GCF_004341165.1,*,WP_132702267.1,3.60E-209
nifH,K02588,GCF_004341165.1,*,WP_132702268.1,2.30E-148
nifB,K02585,GCF_004341165.1,*,WP_132702666.1,8.90E-168
nifB,K02585,GCF_004341375.1,*,WP_132708436.1,1.70E-194
nifH,K02588,GCF_004341375.1,*,WP_132708440.1,5.70E-147
nifD,K02586,GCF_004341375.1,*,WP_132708441.1,1.60E-207
nifK,K02591,GCF_004341375.1,*,WP_132708442.1,2.40E-187
nifE,K02587,GCF_004341375.1,*,WP_132708443.1,5.80E-238
nifN,K02592,GCF_004341375.1,*,WP_132708444.1,1.40E-182
nifK,K02591,GCF_004341395.1,*,WP_131917803.1,1.50E-134
nifH,K02588,GCF_004341395.1,*,WP_131918756.1,4.10E-137
nifB,K02585,GCF_004341395.1,*,WP_131918758.1,1.50E-176
nifK,K02591,GCF_004341685.1,*,WP_132550060.1,1.60E-153
nifD,K02586,GCF_004341685.1,*,WP_132550063.1,3.20E-173
nifH,K02588,GCF_004341685.1,*,WP_132550066.1,2.70E-142
nifH,K02588,GCF_004341685.1,*,WP_132550252.1,3.90E-149
nifD,K02586,GCF_004341685.1,*,WP_132550261.1,1.50E-189
nifK,K02591,GCF_004341685.1,*,WP_132550264.1,1.30E-166
nifE,K02587,GCF_004341685.1,*,WP_132550267.1,1.40E-178
nifB,K02585,GCF_004341685.1,*,WP_132550270.1,2.30E-167
nifN,K02592,GCF_004341685.1,*,WP_132550270.1,1.20E-151
nifB,K02585,GCF_004341685.1,*,WP_132550793.1,1.60E-109
nifH,K02588,GCF_004341685.1,*,WP_196589800.1,6.00E-150
nifB,K02585,GCF_004341725.1,*,WP_132939437.1,3.00E-206
nifD,K02586,GCF_004341725.1,*,WP_132939446.1,1.90E-212
nifK,K02591,GCF_004341725.1,*,WP_132939447.1,1.10E-188
nifE,K02587,GCF_004341725.1,*,WP_132939453.1,2.60E-225
nifN,K02592,GCF_004341725.1,*,WP_132939454.1,3.40E-174
nifH,K02588,GCF_004341725.1,*,WP_207893183.1,5.40E-151
nifB,K02585,GCF_004342165.1,*,WP_132250882.1,3.30E-132
nifN,K02592,GCF_004342165.1,*,WP_132250884.1,2.10E-163
nifE,K02587,GCF_004342165.1,*,WP_132250886.1,6.90E-174
nifK,K02591,GCF_004342165.1,*,WP_132250888.1,2.30E-172
nifD,K02586,GCF_004342165.1,*,WP_132250890.1,1.10E-199
nifH,K02588,GCF_004342165.1,*,WP_132250896.1,4.10E-150
nifH,K02588,GCF_004342165.1,*,WP_132251100.1,1.50E-129
nifH,K02588,GCF_004342175.1,*,WP_132975096.1,3.20E-140
nifD,K02586,GCF_004342175.1,*,WP_132975099.1,3.50E-175
anfG,K00531,GCF_004342175.1,*,WP_132975100.1,2.90E-58
nifK,K02591,GCF_004342175.1,*,WP_132975101.1,8.00E-156
nifK,K02591,GCF_004342175.1,*,WP_132975525.1,3.00E-148
vnfG,K22898,GCF_004342175.1,*,WP_132975527.1,5.60E-51
nifB,K02585,GCF_004342175.1,*,WP_132976039.1,8.80E-206
nifN,K02592,GCF_004342175.1,*,WP_132976124.1,9.70E-190
nifE,K02587,GCF_004342175.1,*,WP_132976125.1,2.90E-224
nifH,K02588,GCF_004342175.1,*,WP_132977826.1,9.60E-150
nifD,K02586,GCF_004342175.1,*,WP_132977827.1,1.40E-214
nifK,K02591,GCF_004342175.1,*,WP_132977828.1,2.40E-188
nifN,K02592,GCF_004342175.1,*,WP_243651396.1,1.20E-176
nifN,K02592,GCF_004342325.1,*,WP_004672660.1,4.00E-189
nifB,K02585,GCF_004342325.1,*,WP_004678520.1,2.80E-200
nifE,K02587,GCF_004342325.1,*,WP_132662568.1,1.50E-224
nifB,K02585,GCF_004342325.1,*,WP_225881313.1,2.50E-66
nifB,K02585,GCF_004342445.1,*,WP_132542178.1,9.60E-198
nifH,K02588,GCF_004342445.1,*,WP_132542189.1,4.40E-147
nifD,K02586,GCF_004342445.1,*,WP_132542190.1,1.20E-209
nifK,K02591,GCF_004342445.1,*,WP_132542192.1,4.60E-187
nifE,K02587,GCF_004342445.1,*,WP_132544353.1,4.80E-242
nifN,K02592,GCF_004342445.1,*,WP_132544356.1,2.50E-177
nifB,K02585,GCF_004342485.1,*,WP_132569943.1,5.70E-213
nifH,K02588,GCF_004342485.1,*,WP_132569967.1,4.90E-146
nifD,K02586,GCF_004342485.1,*,WP_132569968.1,5.70E-214
nifK,K02591,GCF_004342485.1,*,WP_132569969.1,3.00E-186
nifE,K02587,GCF_004342485.1,*,WP_132569973.1,2.00E-249
nifN,K02592,GCF_004342485.1,*,WP_132569974.1,8.70E-200
nifN,K02592,GCF_004343075.1,*,WP_132461187.1,1.70E-183
nifE,K02587,GCF_004343075.1,*,WP_132461188.1,5.60E-245
nifK,K02591,GCF_004343075.1,*,WP_132461200.1,4.90E-188
nifD,K02586,GCF_004343075.1,*,WP_132461201.1,2.60E-211
nifH,K02588,GCF_004343075.1,*,WP_132461202.1,2.70E-146
nifB,K02585,GCF_004343075.1,*,WP_132461208.1,1.40E-199
nifH,K02588,GCF_004343155.1,*,WP_123140137.1,8.90E-151
nifD,K02586,GCF_004343155.1,*,WP_123140138.1,1.30E-214
nifK,K02591,GCF_004343155.1,*,WP_123140139.1,4.70E-188
nifB,K02585,GCF_004343155.1,*,WP_123142159.1,1.50E-197
nifN,K02592,GCF_004343155.1,*,WP_132230079.1,2.90E-147
nifE,K02587,GCF_004343155.1,*,WP_165913509.1,1.70E-184
nifN,K02592,GCF_004343505.1,*,WP_132951043.1,2.50E-178
nifE,K02587,GCF_004343505.1,*,WP_132951044.1,7.60E-243
nifK,K02591,GCF_004343505.1,*,WP_132951045.1,1.50E-189
nifD,K02586,GCF_004343505.1,*,WP_132951046.1,9.40E-211
nifH,K02588,GCF_004343505.1,*,WP_132951047.1,3.00E-146
nifB,K02585,GCF_004343505.1,*,WP_132951052.1,2.70E-198
nifH,K02588,GCF_004345615.1,*,WP_132434461.1,6.90E-148
nifD,K02586,GCF_004345615.1,*,WP_132434464.1,2.10E-190
nifK,K02591,GCF_004345615.1,*,WP_132434465.1,3.40E-163
nifN,K02592,GCF_004345615.1,*,WP_132434466.1,5.60E-172
nifB,K02585,GCF_004345615.1,*,WP_132434467.1,2.40E-163
nifE,K02587,GCF_004345615.1,*,WP_207916044.1,5.20E-174
nifK,K02591,GCF_004345735.1,*,WP_132602876.1,5.30E-191
nifD,K02586,GCF_004345735.1,*,WP_132602879.1,4.60E-210
nifH,K02588,GCF_004345735.1,*,WP_132602882.1,7.50E-145
nifB,K02585,GCF_004345735.1,*,WP_132602900.1,6.00E-199
nifN,K02592,GCF_004345735.1,*,WP_132605280.1,2.90E-178
nifE,K02587,GCF_004345735.1,*,WP_132605282.1,4.80E-242
nifE,K02587,GCF_004345905.1,*,WP_132847948.1,1.30E-176
nifK,K02591,GCF_004345905.1,*,WP_132847949.1,9.60E-173
nifD,K02586,GCF_004345905.1,*,WP_132847950.1,7.50E-201
nifH,K02588,GCF_004345905.1,*,WP_132847953.1,3.80E-148
nifN,K02592,GCF_004346165.1,*,WP_132380214.1,2.60E-153
nifB,K02585,GCF_004346165.1,*,WP_132380214.1,2.40E-142
nifE,K02587,GCF_004346165.1,*,WP_132380217.1,5.80E-175
nifK,K02591,GCF_004346165.1,*,WP_132380219.1,7.90E-160
nifD,K02586,GCF_004346165.1,*,WP_132380222.1,3.50E-189
nifH,K02588,GCF_004346165.1,*,WP_132380231.1,6.80E-146
nifB,K02585,GCF_004346185.1,*,WP_132029241.1,2.10E-219
nifH,K02588,GCF_004346185.1,*,WP_132029300.1,1.50E-146
nifN,K02592,GCF_004346185.1,*,WP_132034952.1,7.20E-199
nifE,K02587,GCF_004346185.1,*,WP_132034954.1,3.00E-258
nifK,K02591,GCF_004346185.1,*,WP_132034956.1,1.00E-193
nifD,K02586,GCF_004346185.1,*,WP_132034958.1,1.20E-217
nifH,K02588,GCF_004353185.1,*,WP_133013981.1,2.90E-128
nifN,K02592,GCF_004353905.1,*,WP_133189666.1,1.10E-186
nifE,K02587,GCF_004353905.1,*,WP_133189668.1,9.80E-239
nifH,K02588,GCF_004353905.1,*,WP_133190981.1,8.90E-146
nifD,K02586,GCF_004353905.1,*,WP_133190983.1,1.90E-208
nifK,K02591,GCF_004353905.1,*,WP_133190985.1,1.50E-181
nifB,K02585,GCF_004353905.1,*,WP_246089399.1,7.30E-201
nifD,K02586,GCF_004359355.1,*,WP_011084552.1,1.50E-215
nifK,K02591,GCF_004359355.1,*,WP_011084553.1,5.10E-194
nifE,K02587,GCF_004359355.1,*,WP_011084554.1,1.00E-249
nifN,K02592,GCF_004359355.1,*,WP_011084555.1,2.60E-195
nifB,K02585,GCF_004359355.1,*,WP_011084568.1,3.50E-208
nifH,K02588,GCF_004359355.1,*,WP_011084578.1,2.50E-147
nifH,K02588,GCF_004359955.1,*,WP_089729585.1,6.20E-150
nifK,K02591,GCF_004359955.1,*,WP_133511476.1,1.70E-186
nifD,K02586,GCF_004359955.1,*,WP_133511478.1,4.40E-208
nifN,K02592,GCF_004359955.1,*,WP_243725250.1,5.90E-187
nifE,K02587,GCF_004361735.1,*,WP_133590004.1,1.70E-225
nifK,K02591,GCF_004361735.1,*,WP_133593340.1,3.00E-184
nifD,K02586,GCF_004361735.1,*,WP_133593342.1,2.70E-211
nifH,K02588,GCF_004361735.1,*,WP_133593344.1,5.70E-153
nifB,K02585,GCF_004361735.1,*,WP_133593368.1,3.00E-204
nifN,K02592,GCF_004361735.1,*,WP_246034675.1,2.70E-184
nifH,K02588,GCF_004362745.1,*,WP_126537809.1,1.90E-145
nifD,K02586,GCF_004362745.1,*,WP_126537811.1,1.10E-212
nifK,K02591,GCF_004362745.1,*,WP_126537813.1,8.00E-186
nifE,K02587,GCF_004362745.1,*,WP_126537819.1,1.40E-245
nifN,K02592,GCF_004362745.1,*,WP_126537821.1,1.10E-182
nifB,K02585,GCF_004362745.1,*,WP_245515807.1,3.20E-206
nifN,K02592,GCF_004363195.1,*,WP_107325457.1,6.50E-182
nifE,K02587,GCF_004363195.1,*,WP_107325458.1,3.10E-244
nifD,K02586,GCF_004363195.1,*,WP_107325459.1,2.60E-208
nifH,K02588,GCF_004363195.1,*,WP_107325460.1,1.10E-147
nifK,K02591,GCF_004363195.1,*,WP_107325483.1,3.80E-188
nifB,K02585,GCF_004363195.1,*,WP_107325648.1,7.10E-197
nifH,K02588,GCF_004363215.1,*,WP_133516870.1,1.00E-116
nifB,K02585,GCF_004363215.1,*,WP_133516892.1,1.00E-147
nifH,K02588,GCF_004365595.1,*,WP_066802111.1,4.30E-143
nifD,K02586,GCF_004365595.1,*,WP_066802114.1,1.50E-197
nifK,K02591,GCF_004365595.1,*,WP_066802115.1,3.60E-173
nifB,K02585,GCF_004365595.1,*,WP_066802120.1,7.10E-98
nifE,K02587,GCF_004365595.1,*,WP_066802126.1,1.70E-181
nifN,K02592,GCF_004365595.1,*,WP_066802127.1,1.80E-187
nifB,K02585,GCF_004365595.1,*,WP_066802128.1,1.60E-168
nifD,K02586,GCF_004365965.1,*,WP_075786407.1,1.90E-211
nifE,K02587,GCF_004365965.1,*,WP_113668728.1,3.70E-245
nifK,K02591,GCF_004365965.1,*,WP_134076874.1,3.50E-189
nifH,K02588,GCF_004365965.1,*,WP_134076875.1,4.00E-147
nifB,K02585,GCF_004365965.1,*,WP_134076878.1,1.10E-198
nifN,K02592,GCF_004365965.1,*,WP_134077226.1,8.90E-180
nifH,K02588,GCF_004369205.1,*,WP_134219996.1,5.50E-150
nifB,K02585,GCF_004369205.1,*,WP_190239370.1,2.50E-101
nifB,K02585,GCF_004369205.1,*,WP_190239371.1,5.30E-170
nifN,K02592,GCF_004369205.1,*,WP_190239374.1,1.60E-154
nifE,K02587,GCF_004369205.1,*,WP_190239375.1,1.10E-197
nifK,K02591,GCF_004369205.1,*,WP_190239376.1,1.00E-172
nifD,K02586,GCF_004369205.1,*,WP_190240232.1,9.80E-203
nifH,K02588,GCF_004369225.1,*,WP_134214151.1,7.20E-150
nifN,K02592,GCF_004369225.1,*,WP_134214154.1,1.40E-166
nifB,K02585,GCF_004369225.1,*,WP_134214156.1,5.00E-107
nifD,K02586,GCF_004369225.1,*,WP_134214161.1,8.60E-186
nifE,K02587,GCF_004369225.1,*,WP_134214162.1,7.30E-181
nifB,K02585,GCF_004369225.1,*,WP_134214163.1,5.00E-123
nifH,K02588,GCF_004369225.1,*,WP_134214232.1,2.00E-133
nifH,K02588,GCF_004402975.1,*,WP_018423167.1,1.60E-145
nifN,K02592,GCF_004402975.1,*,WP_105512105.1,1.60E-192
nifE,K02587,GCF_004402975.1,*,WP_105512106.1,6.50E-245
nifK,K02591,GCF_004402975.1,*,WP_105512107.1,7.80E-183
nifD,K02586,GCF_004402975.1,*,WP_121311322.1,4.00E-209
nifB,K02585,GCF_004402975.1,*,WP_134466658.1,7.30E-209
nifK,K02591,GCF_004405045.1,*,WP_026625681.1,2.50E-157
nifD,K02586,GCF_004405045.1,*,WP_026625683.1,1.10E-171
nifH,K02588,GCF_004405045.1,*,WP_026625686.1,3.40E-139
nifH,K02588,GCF_004405045.1,*,WP_026626156.1,2.00E-150
nifK,K02591,GCF_004405045.1,*,WP_026626160.1,7.80E-160
nifB,K02585,GCF_004405045.1,*,WP_035331502.1,3.10E-162
nifD,K02586,GCF_004405045.1,*,WP_051290673.1,4.80E-191
nifE,K02587,GCF_004405045.1,*,WP_134436240.1,1.30E-175
nifN,K02592,GCF_004405045.1,*,WP_134436241.1,4.40E-167
nifB,K02585,GCF_004405045.1,*,WP_134437090.1,1.50E-158
nifK,K02591,GCF_004570865.1,*,WP_126261645.1,1.00E-191
nifE,K02587,GCF_004570865.1,*,WP_126261646.1,2.70E-246
nifN,K02592,GCF_004570865.1,*,WP_126261647.1,9.80E-195
nifH,K02588,GCF_004570865.1,*,WP_126261664.1,2.40E-147
nifD,K02586,GCF_004570865.1,*,WP_126261677.1,1.30E-216
nifB,K02585,GCF_004570865.1,*,WP_164719080.1,6.70E-211
nifH,K02588,GCF_004571025.1,*,WP_126261664.1,2.80E-147
nifN,K02592,GCF_004571025.1,*,WP_135174542.1,6.70E-194
nifE,K02587,GCF_004571025.1,*,WP_135174543.1,5.20E-246
nifK,K02591,GCF_004571025.1,*,WP_135174544.1,7.70E-191
nifD,K02586,GCF_004571025.1,*,WP_135174592.1,1.60E-216
nifB,K02585,GCF_004571025.1,*,WP_167770774.1,9.50E-212
nifK,K02591,GCF_004684205.1,*,WP_135282080.1,1.30E-193
nifD,K02586,GCF_004684205.1,*,WP_135282081.1,7.20E-216
nifH,K02588,GCF_004684205.1,*,WP_135282082.1,7.20E-148
nifE,K02587,GCF_004684205.1,*,WP_135282350.1,1.60E-251
nifN,K02592,GCF_004684205.1,*,WP_135282351.1,1.10E-193
nifB,K02585,GCF_004684205.1,*,WP_240696188.1,2.40E-217
nifD,K02586,GCF_004745425.1,*,WP_135389264.1,9.70E-204
nifK,K02591,GCF_004745425.1,*,WP_135389265.1,7.70E-166
nifE,K02587,GCF_004745425.1,*,WP_135389266.1,1.20E-182
nifN,K02592,GCF_004745425.1,*,WP_135389267.1,2.30E-166
nifH,K02588,GCF_004745425.1,*,WP_135389373.1,3.70E-146
nifB,K02585,GCF_004745425.1,*,WP_135390534.1,2.80E-148
nifH,K02588,GCF_004766045.1,*,WP_135544774.1,1.10E-147
nifD,K02586,GCF_004766045.1,*,WP_135544775.1,9.80E-202
nifK,K02591,GCF_004766045.1,*,WP_135544776.1,8.00E-172
nifE,K02587,GCF_004766045.1,*,WP_135544777.1,7.90E-186
nifB,K02585,GCF_004766045.1,*,WP_135545156.1,1.10E-131
nifK,K02591,GCF_004766045.1,*,WP_135545951.1,6.90E-137
nifH,K02588,GCF_004766045.1,*,WP_135545952.1,7.20E-132
nifH,K02588,GCF_004766045.1,*,WP_135545955.1,2.90E-140
nifD,K02586,GCF_004766045.1,*,WP_135545958.1,6.50E-170
nifK,K02591,GCF_004766045.1,*,WP_135545959.1,1.30E-155
nifH,K02588,GCF_004766045.1,*,WP_135546076.1,1.70E-114
anfG,K00531,GCF_004766045.1,*,WP_135546850.1,2.00E-60
nifN,K02592,GCF_004766045.1,*,WP_243454307.1,1.40E-159
nifB,K02585,GCF_004791675.1,*,WP_135870016.1,2.50E-130
nifE,K02587,GCF_004791675.1,*,WP_135870023.1,3.50E-258
nifN,K02592,GCF_004791675.1,*,WP_135870023.1,2.20E-168
nifK,K02591,GCF_004791675.1,*,WP_135870024.1,8.50E-176
nifD,K02586,GCF_004791675.1,*,WP_135870025.1,4.90E-201
nifH,K02588,GCF_004791675.1,*,WP_135870026.1,9.10E-152
nifK,K02591,GCF_004801295.1,*,WP_136348136.1,3.60E-154
anfG,K00531,GCF_004801295.1,*,WP_136348137.1,6.10E-56
nifD,K02586,GCF_004801295.1,*,WP_136348138.1,7.60E-178
nifH,K02588,GCF_004801295.1,*,WP_136348139.1,5.70E-139
nifB,K02585,GCF_004801295.1,*,WP_136348311.1,2.70E-204
nifH,K02588,GCF_004801295.1,*,WP_136348401.1,2.10E-151
nifD,K02586,GCF_004801295.1,*,WP_136348402.1,6.40E-214
nifK,K02591,GCF_004801295.1,*,WP_136348403.1,5.90E-187
nifN,K02592,GCF_004801295.1,*,WP_136349354.1,2.90E-181
nifE,K02587,GCF_004801295.1,*,WP_136349355.1,3.80E-229
nifB,K02585,GCF_004801305.1,*,WP_136384582.1,3.50E-203
nifE,K02587,GCF_004801305.1,*,WP_136385876.1,3.20E-226
nifN,K02592,GCF_004801305.1,*,WP_136385877.1,3.60E-184
nifK,K02591,GCF_004801305.1,*,WP_136386576.1,1.80E-189
nifD,K02586,GCF_004801305.1,*,WP_136386577.1,2.10E-214
nifH,K02588,GCF_004801305.1,*,WP_136386578.1,2.50E-152
nifN,K02592,GCF_004801305.1,*,WP_136387011.1,6.10E-177
nifE,K02587,GCF_004801305.1,*,WP_136387012.1,5.80E-208
nifK,K02591,GCF_004801305.1,*,WP_136387014.1,2.50E-148
vnfG,K22898,GCF_004801305.1,*,WP_136387015.1,1.00E-55
nifH,K02588,GCF_004801305.1,*,WP_136387018.1,5.60E-152
nifN,K02592,GCF_004802635.2,*,WP_136494407.1,2.50E-202
nifE,K02587,GCF_004802635.2,*,WP_136494408.1,2.60E-260
nifK,K02591,GCF_004802635.2,*,WP_136494409.1,2.10E-194
nifD,K02586,GCF_004802635.2,*,WP_136494410.1,1.20E-217
nifH,K02588,GCF_004802635.2,*,WP_136494411.1,8.10E-146
nifB,K02585,GCF_004802635.2,*,WP_136494426.1,2.40E-219
vnfG,K22898,GCF_004802635.2,*,WP_136494582.1,2.70E-52
nifH,K02588,GCF_004802635.2,*,WP_136494585.1,1.10E-146
nifE,K02587,GCF_004802635.2,*,WP_136494588.1,1.30E-203
nifN,K02592,GCF_004802635.2,*,WP_136494589.1,1.60E-172
nifB,K02585,GCF_004802635.2,*,WP_136494592.1,1.00E-203
nifK,K02591,GCF_004802635.2,*,WP_154331525.1,1.10E-137
nifE,K02587,GCF_004803575.1,*,WP_136447158.1,1.10E-222
nifK,K02591,GCF_004803575.1,*,WP_136447159.1,1.70E-179
nifD,K02586,GCF_004803575.1,*,WP_136447160.1,5.20E-199
nifH,K02588,GCF_004803575.1,*,WP_136447161.1,7.10E-151
nifB,K02585,GCF_004803575.1,*,WP_136447378.1,3.90E-205
nifB,K02585,GCF_004803815.1,*,WP_002948718.1,3.20E-128
nifH,K02588,GCF_004917065.1,*,WP_136525263.1,7.10E-152
nifD,K02586,GCF_004917065.1,*,WP_136525264.1,5.20E-201
nifK,K02591,GCF_004917065.1,*,WP_136525265.1,2.50E-176
nifE,K02587,GCF_004917065.1,*,WP_136525266.1,1.10E-256
nifN,K02592,GCF_004917065.1,*,WP_136525266.1,4.10E-168
nifB,K02585,GCF_004917065.1,*,WP_136525272.1,7.10E-131
nifH,K02588,GCF_004917075.1,*,WP_135870026.1,9.60E-152
nifH,K02588,GCF_004917075.1,*,WP_136513173.1,5.90E-136
nifB,K02585,GCF_004917075.1,*,WP_136513174.1,6.20E-128
nifD,K02586,GCF_004917075.1,*,WP_136513241.1,5.10E-201
nifK,K02591,GCF_004917075.1,*,WP_136513242.1,7.40E-177
nifE,K02587,GCF_004917075.1,*,WP_136513243.1,4.60E-257
nifN,K02592,GCF_004917075.1,*,WP_136513243.1,2.40E-168
nifB,K02585,GCF_004917075.1,*,WP_136513246.1,5.50E-130
nifH,K02588,GCF_004919685.1,*,WP_006331760.1,1.80E-144
nifN,K02592,GCF_004919685.1,*,WP_136617668.1,2.70E-191
nifE,K02587,GCF_004919685.1,*,WP_136617669.1,5.60E-242
nifK,K02591,GCF_004919685.1,*,WP_136617670.1,9.60E-192
nifD,K02586,GCF_004919685.1,*,WP_136617671.1,3.30E-210
nifB,K02585,GCF_004919685.1,*,WP_136617698.1,3.30E-200
nifB,K02585,GCF_004965515.1,*,WP_136692402.1,3.70E-218
nifH,K02588,GCF_004965515.1,*,WP_136692414.1,3.10E-148
nifD,K02586,GCF_004965515.1,*,WP_136692415.1,1.10E-219
nifK,K02591,GCF_004965515.1,*,WP_136692416.1,5.20E-188
nifE,K02587,GCF_004965515.1,*,WP_136692417.1,1.00E-255
nifN,K02592,GCF_004965515.1,*,WP_136692418.1,1.20E-200
nifH,K02588,GCF_005116655.2,*,WP_136809375.1,5.50E-142
nifD,K02586,GCF_005116655.2,*,WP_136809378.1,1.10E-192
nifK,K02591,GCF_005116655.2,*,WP_136809379.1,1.00E-174
nifB,K02585,GCF_005116655.2,*,WP_136809380.1,4.20E-56
nifE,K02587,GCF_005116655.2,*,WP_136809397.1,3.80E-178
nifN,K02592,GCF_005116655.2,*,WP_136809398.1,2.00E-185
nifB,K02585,GCF_005116655.2,*,WP_136809399.1,3.90E-164
nifH,K02588,GCF_005116675.2,*,WP_136795459.1,7.10E-142
nifD,K02586,GCF_005116675.2,*,WP_136795462.1,7.80E-195
nifK,K02591,GCF_005116675.2,*,WP_136795463.1,4.50E-174
nifE,K02587,GCF_005116675.2,*,WP_136795479.1,7.20E-178
nifN,K02592,GCF_005116675.2,*,WP_136795480.1,3.20E-183
nifB,K02585,GCF_005116675.2,*,WP_136795481.1,1.40E-165
nifB,K02585,GCF_005116675.2,*,WP_167495627.1,2.70E-60
nifK,K02591,GCF_005377625.1,*,WP_137425156.1,1.50E-147
nifB,K02585,GCF_005377625.1,*,WP_137425158.1,1.90E-117
nifH,K02588,GCF_005377625.1,*,WP_137425161.1,9.20E-139
nifK,K02591,GCF_005402885.1,*,WP_096568533.1,7.50E-192
